資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260213,2903  ,5,1002,18231926,1.28
20260213,2903  ,6,900,22594579,1.59
20260213,2903  ,7,468,16613551,1.17
20260213,2903  ,8,304,13974840,0.98
20260213,2903  ,9,542,39316591,2.77
20260213,2903  ,10,286,40643077,2.86
20260213,2903  ,11,132,38000497,2.68
20260213,2903  ,12,41,20170392,1.42
20260213,2903  ,13,17,11494535,0.81
20260213,2903  ,14,13,11892829,0.83
20260213,2903  ,15,89,1060172780,74.82
20260213,2903  ,16,0,0,0.00
20260213,2903  ,17,63459,1416940589,100.00
20260213,2904  ,1,12364,655856,0.84
20260213,2904  ,2,3826,8174420,10.50
20260213,2904  ,3,741,5628083,7.23
20260213,2904  ,4,285,3503927,4.50
20260213,2904  ,5,146,2611780,3.35
20260213,2904  ,6,99,2494523,3.20
20260213,2904  ,7,47,1660697,2.13
20260213,2904  ,8,36,1624338,2.08
20260213,2904  ,9,62,4070320,5.22
20260213,2904  ,10,23,3160679,4.06
20260213,2904  ,11,9,2484190,3.19
20260213,2904  ,12,2,1190179,1.52
20260213,2904  ,13,2,1525000,1.95
20260213,2904  ,14,0,0,0.00
20260213,2904  ,15,4,39050440,50.17
20260213,2904  ,16,0,0,0.00
20260213,2904  ,17,17646,77834432,100.00
20260213,2905  ,1,12857,3092205,0.27
20260213,2905  ,2,10200,22250350,2.00
20260213,2905  ,3,2496,18220105,1.64
20260213,2905  ,4,1004,12147213,1.09
20260213,2905  ,5,577,10165397,0.91
20260213,2905  ,6,573,14224686,1.28
20260213,2905  ,7,292,10152596,0.91
20260213,2905  ,8,179,8093632,0.72
20260213,2905  ,9,385,27608002,2.48
20260213,2905  ,10,221,30537433,2.75
20260213,2905  ,11,94,26695637,2.40
20260213,2905  ,12,31,15227531,1.37
20260213,2905  ,13,25,17153966,1.54
20260213,2905  ,14,11,9898106,0.89
20260213,2905  ,15,65,884904844,79.69
20260213,2905  ,16,0,0,0.00
20260213,2905  ,17,29010,1110371703,100.00
20260213,2906  ,1,9355,2363133,1.13
20260213,2906  ,2,6500,13957098,6.67
20260213,2906  ,3,1123,8696505,4.15
20260213,2906  ,4,349,4401731,2.10
20260213,2906  ,5,239,4384269,2.09
20260213,2906  ,6,231,5844782,2.79
20260213,2906  ,7,101,3618254,1.73
20260213,2906  ,8,74,3432165,1.64
20260213,2906  ,9,128,9136673,4.36
20260213,2906  ,10,72,10362655,4.95
20260213,2906  ,11,29,8148535,3.89
20260213,2906  ,12,13,6539923,3.12
20260213,2906  ,13,3,2090000,0.99
20260213,2906  ,14,2,1712000,0.81
20260213,2906  ,15,15,124428925,59.50
20260213,2906  ,16,0,0,0.00
20260213,2906  ,17,18234,209116648,100.00
20260213,2908  ,1,6528,1128197,0.22
20260213,2908  ,2,3877,7989597,1.56
20260213,2908  ,3,716,5154127,1.01
20260213,2908  ,4,291,3440464,0.67
20260213,2908  ,5,130,2330124,0.45
20260213,2908  ,6,133,3210604,0.62
20260213,2908  ,7,63,2191073,0.42
20260213,2908  ,8,45,2055853,0.40
20260213,2908  ,9,64,4581372,0.89
20260213,2908  ,10,34,4611065,0.90
20260213,2908  ,11,26,7536304,1.47
20260213,2908  ,12,12,5631191,1.10
20260213,2908  ,13,4,2650573,0.51
20260213,2908  ,14,5,4737425,0.92
20260213,2908  ,15,30,452639589,88.77
20260213,2908  ,16,0,0,0.00
20260213,2908  ,17,11958,509887558,100.00
20260213,2910  ,1,976,73319,0.04
20260213,2910  ,2,237,483550,0.27
20260213,2910  ,3,41,324759,0.18
20260213,2910  ,4,22,266315,0.15
20260213,2910  ,5,6,109813,0.06
20260213,2910  ,6,7,166780,0.09
20260213,2910  ,7,8,289824,0.16
20260213,2910  ,8,4,177514,0.10
20260213,2910  ,9,5,367000,0.20
20260213,2910  ,10,7,899509,0.51
20260213,2910  ,11,8,2209163,1.25
20260213,2910  ,12,3,1544265,0.88
20260213,2910  ,13,5,3621057,2.06
20260213,2910  ,14,2,1895000,1.08
20260213,2910  ,15,31,162975132,92.91
20260213,2910  ,16,0,0,0.00
20260213,2910  ,17,1362,175403000,100.00
20260213,2911  ,1,28150,3672963,3.49
20260213,2911  ,2,6904,14507909,13.80
20260213,2911  ,3,1350,9274375,8.82
20260213,2911  ,4,459,5470669,5.20
20260213,2911  ,5,173,3001572,2.85
20260213,2911  ,6,173,4289892,4.08
20260213,2911  ,7,69,2376785,2.26
20260213,2911  ,8,46,2074540,1.97
20260213,2911  ,9,72,4878332,4.64
20260213,2911  ,10,30,4139421,3.93
20260213,2911  ,11,16,4635040,4.40
20260213,2911  ,12,7,3532304,3.36
20260213,2911  ,13,1,624780,0.59
20260213,2911  ,14,2,1643952,1.56
20260213,2911  ,15,9,41003465,39.00
20260213,2911  ,16,0,0,0.00
20260213,2911  ,17,37461,105125999,100.00
20260213,2912  ,1,42756,8080881,0.77
20260213,2912  ,2,29683,54978207,5.28
20260213,2912  ,3,2685,20260506,1.94
20260213,2912  ,4,732,9225360,0.88
20260213,2912  ,5,369,6725361,0.64
20260213,2912  ,6,318,7960347,0.76
20260213,2912  ,7,160,5682921,0.54
20260213,2912  ,8,91,4152388,0.39
20260213,2912  ,9,204,14409446,1.38
20260213,2912  ,10,128,18270380,1.75
20260213,2912  ,11,83,23248831,2.23
20260213,2912  ,12,43,20695957,1.99
20260213,2912  ,13,33,22663839,2.18
20260213,2912  ,14,5,4599773,0.44
20260213,2912  ,15,73,818668058,78.74
20260213,2912  ,16,0,0,0.00
20260213,2912  ,17,77363,1039622255,100.00
20260213,2913  ,1,66379,8696027,1.10
20260213,2913  ,2,29624,63637793,8.05
20260213,2913  ,3,5331,42416802,5.36
20260213,2913  ,4,1564,19932829,2.52
20260213,2913  ,5,1147,21535252,2.72
20260213,2913  ,6,885,22844418,2.89
20260213,2913  ,7,451,16252110,2.05
20260213,2913  ,8,289,13590487,1.72
20260213,2913  ,9,570,41927479,5.30
20260213,2913  ,10,286,41529985,5.25
20260213,2913  ,11,139,39861334,5.04
20260213,2913  ,12,35,17135661,2.16
20260213,2913  ,13,13,8907295,1.12
20260213,2913  ,14,11,10303754,1.30
20260213,2913  ,15,57,421428774,53.34
20260213,2913  ,16,0,0,0.00
20260213,2913  ,17,106781,790000000,100.00
20260213,2915  ,1,24329,6180995,0.55
20260213,2915  ,2,28948,60944451,5.51
20260213,2915  ,3,5099,39023794,3.53
20260213,2915  ,4,1851,23371914,2.11
20260213,2915  ,5,1119,20301713,1.83
20260213,2915  ,6,1074,27199195,2.46
20260213,2915  ,7,491,17367018,1.57
20260213,2915  ,8,358,16597995,1.50
20260213,2915  ,9,697,49549185,4.48
20260213,2915  ,10,363,51203742,4.63
20260213,2915  ,11,163,45515795,4.12
20260213,2915  ,12,50,24168763,2.18
20260213,2915  ,13,31,21212898,1.92
20260213,2915  ,14,17,15304934,1.38
20260213,2915  ,15,82,686376380,62.15
20260213,2915  ,16,0,0,0.00
20260213,2915  ,17,64672,1104318772,100.00
20260213,2916  ,1,1170,197089,0.30
20260213,2916  ,2,2418,4824808,7.46
20260213,2916  ,3,389,2828930,4.37
20260213,2916  ,4,138,1691266,2.61
20260213,2916  ,5,75,1350344,2.08
20260213,2916  ,6,61,1467346,2.27
20260213,2916  ,7,36,1288556,1.99
20260213,2916  ,8,14,649621,1.00
20260213,2916  ,9,43,3295456,5.09
20260213,2916  ,10,23,3307060,5.11
20260213,2916  ,11,12,3951141,6.11
20260213,2916  ,12,4,2082112,3.22
20260213,2916  ,13,2,1364940,2.11
20260213,2916  ,14,4,3468398,5.36
20260213,2916  ,15,11,32859811,50.84
20260213,2916  ,16,0,0,0.00
20260213,2916  ,17,4400,64626878,100.00
20260213,2920  ,1,247,98953,0.79
20260213,2920  ,2,343,942461,7.56
20260213,2920  ,3,172,1238410,9.93
20260213,2920  ,4,96,1151158,9.23
20260213,2920  ,5,43,734887,5.89
20260213,2920  ,6,38,913373,7.32
20260213,2920  ,7,10,339029,2.72
20260213,2920  ,8,10,416401,3.34
20260213,2920  ,9,16,1106059,8.87
20260213,2920  ,10,5,698982,5.60
20260213,2920  ,11,1,373051,2.99
20260213,2920  ,12,0,0,0.00
20260213,2920  ,13,0,0,0.00
20260213,2920  ,14,0,0,0.00
20260213,2920  ,15,1,4448825,35.70
20260213,2920  ,16,0,0,0.00
20260213,2920  ,17,982,12461589,100.00
20260213,2923  ,1,4077,812354,0.04
20260213,2923  ,2,1207,2231628,0.12
20260213,2923  ,3,108,814280,0.04
20260213,2923  ,4,29,370866,0.02
20260213,2923  ,5,13,240912,0.01
20260213,2923  ,6,17,442000,0.02
20260213,2923  ,7,6,212485,0.01
20260213,2923  ,8,11,498953,0.02
20260213,2923  ,9,22,1662046,0.09
20260213,2923  ,10,11,1718280,0.09
20260213,2923  ,11,5,1426901,0.08
20260213,2923  ,12,2,1059160,0.06
20260213,2923  ,13,0,0,0.00
20260213,2923  ,14,0,0,0.00
20260213,2923  ,15,10,1728807117,99.33
20260213,2923  ,16,0,0,0.00
20260213,2923  ,17,5518,1740296982,100.00
20260213,2924  ,1,193,13698,0.02
20260213,2924  ,2,152,309836,0.59
20260213,2924  ,3,28,223870,0.43
20260213,2924  ,4,21,273900,0.52
20260213,2924  ,5,8,143575,0.27
20260213,2924  ,6,7,165065,0.31
20260213,2924  ,7,7,254000,0.48
20260213,2924  ,8,3,129000,0.24
20260213,2924  ,9,13,844420,1.62
20260213,2924  ,10,8,1202740,2.31
20260213,2924  ,11,7,1808240,3.47
20260213,2924  ,12,2,1108830,2.13
20260213,2924  ,13,0,0,0.00
20260213,2924  ,14,2,1802000,3.46
20260213,2924  ,15,5,43756760,84.08
20260213,2924  ,16,0,0,0.00
20260213,2924  ,17,456,52035934,100.00
20260213,2926  ,1,842,100377,0.21
20260213,2926  ,2,1075,1996135,4.21
20260213,2926  ,3,121,883880,1.86
20260213,2926  ,4,48,600807,1.26
20260213,2926  ,5,37,668502,1.41
20260213,2926  ,6,30,718983,1.51
20260213,2926  ,7,9,327046,0.69
20260213,2926  ,8,9,429250,0.90
20260213,2926  ,9,21,1510780,3.18
20260213,2926  ,10,18,2540232,5.36
20260213,2926  ,11,10,2430226,5.12
20260213,2926  ,12,3,1545000,3.26
20260213,2926  ,13,3,2261250,4.77
20260213,2926  ,14,1,948000,2.00
20260213,2926  ,15,8,30429182,64.21
20260213,2926  ,16,0,0,0.00
20260213,2926  ,17,2235,47389650,100.00
20260213,2929  ,1,38081,615487,0.56
20260213,2929  ,2,5330,12286904,11.22
20260213,2929  ,3,1267,9997762,9.13
20260213,2929  ,4,433,5415870,4.94
20260213,2929  ,5,296,5428428,4.95
20260213,2929  ,6,313,7896946,7.21
20260213,2929  ,7,118,4194271,3.83
20260213,2929  ,8,92,4234249,3.86
20260213,2929  ,9,152,10802819,9.86
20260213,2929  ,10,77,10419820,9.51
20260213,2929  ,11,25,6711295,6.12
20260213,2929  ,12,5,2167550,1.97
20260213,2929  ,13,4,2733648,2.49
20260213,2929  ,14,1,895000,0.81
20260213,2929  ,15,6,25693789,23.46
20260213,2929  ,16,0,0,0.00
20260213,2929  ,17,46200,109493838,100.00
20260213,2936  ,1,56,1547,0.00
20260213,2936  ,2,90,142000,0.18
20260213,2936  ,3,5,44000,0.05
20260213,2936  ,4,0,0,0.00
20260213,2936  ,5,1,17000,0.02
20260213,2936  ,6,0,0,0.00
20260213,2936  ,7,0,0,0.00
20260213,2936  ,8,0,0,0.00
20260213,2936  ,9,0,0,0.00
20260213,2936  ,10,1,180000,0.23
20260213,2936  ,11,0,0,0.00
20260213,2936  ,12,0,0,0.00
20260213,2936  ,13,1,717300,0.94
20260213,2936  ,14,0,0,0.00
20260213,2936  ,15,5,74953849,98.55
20260213,2936  ,16,0,0,0.00
20260213,2936  ,17,159,76055696,100.00
20260213,2937  ,1,456,46359,0.10
20260213,2937  ,2,357,671498,1.54
20260213,2937  ,3,51,353012,0.81
20260213,2937  ,4,24,292280,0.67
20260213,2937  ,5,8,131828,0.30
20260213,2937  ,6,6,148494,0.34
20260213,2937  ,7,3,99000,0.22
20260213,2937  ,8,3,133320,0.30
20260213,2937  ,9,12,790611,1.81
20260213,2937  ,10,8,1043980,2.39
20260213,2937  ,11,11,3059133,7.02
20260213,2937  ,12,3,1376903,3.16
20260213,2937  ,13,2,1453465,3.33
20260213,2937  ,14,3,2782992,6.39
20260213,2937  ,15,12,31159100,71.56
20260213,2937  ,16,0,0,0.00
20260213,2937  ,17,959,43541975,100.00
20260213,2938  ,1,237,30999,0.15
20260213,2938  ,2,357,737865,3.66
20260213,2938  ,3,52,411405,2.04
20260213,2938  ,4,18,211347,1.04
20260213,2938  ,5,18,323648,1.60
20260213,2938  ,6,15,349018,1.73
20260213,2938  ,7,4,125840,0.62
20260213,2938  ,8,9,389862,1.93
20260213,2938  ,9,6,490800,2.43
20260213,2938  ,10,5,765747,3.80
20260213,2938  ,11,0,0,0.00
20260213,2938  ,12,1,419220,2.08
20260213,2938  ,13,0,0,0.00
20260213,2938  ,14,0,0,0.00
20260213,2938  ,15,3,15884249,78.86
20260213,2938  ,16,0,0,0.00
20260213,2938  ,17,725,20140000,100.00
20260213,2939  ,1,5167,23251,0.05
20260213,2939  ,2,583,1173698,2.57
20260213,2939  ,3,101,784043,1.72
20260213,2939  ,4,41,533898,1.17
20260213,2939  ,5,21,393101,0.86
20260213,2939  ,6,23,595000,1.30
20260213,2939  ,7,15,529608,1.16
20260213,2939  ,8,8,364000,0.79
20260213,2939  ,9,27,2027988,4.45
20260213,2939  ,10,20,2762239,6.06
20260213,2939  ,11,9,2465900,5.41
20260213,2939  ,12,3,1472000,3.23
20260213,2939  ,13,6,4153000,9.11
20260213,2939  ,14,3,2795000,6.13
20260213,2939  ,15,14,25475939,55.93
20260213,2939  ,16,0,0,0.00
20260213,2939  ,17,6041,45548665,100.00
20260213,2940  ,1,76,8399,0.03
20260213,2940  ,2,60,121944,0.48
20260213,2940  ,3,27,188976,0.75
20260213,2940  ,4,5,67901,0.26
20260213,2940  ,5,4,63181,0.25
20260213,2940  ,6,5,123437,0.49
20260213,2940  ,7,3,101633,0.40
20260213,2940  ,8,3,143204,0.56
20260213,2940  ,9,9,686893,2.72
20260213,2940  ,10,20,2953557,11.72
20260213,2940  ,11,20,5683476,22.56
20260213,2940  ,12,2,998581,3.96
20260213,2940  ,13,6,4278667,16.98
20260213,2940  ,14,4,3467433,13.76
20260213,2940  ,15,3,6296987,25.00
20260213,2940  ,16,0,0,0.00
20260213,2940  ,17,247,25184269,100.00
20260213,2941  ,1,2494,14762,0.09
20260213,2941  ,2,257,431412,2.80
20260213,2941  ,3,34,271492,1.76
20260213,2941  ,4,14,180074,1.17
20260213,2941  ,5,4,69901,0.45
20260213,2941  ,6,14,355669,2.31
20260213,2941  ,7,7,234828,1.52
20260213,2941  ,8,6,281802,1.83
20260213,2941  ,9,7,461771,3.00
20260213,2941  ,10,8,1218180,7.91
20260213,2941  ,11,6,1655016,10.75
20260213,2941  ,12,6,2805087,18.22
20260213,2941  ,13,6,4250285,27.61
20260213,2941  ,14,0,0,0.00
20260213,2941  ,15,2,3159721,20.53
20260213,2941  ,16,0,0,0.00
20260213,2941  ,17,2865,15390000,100.00
20260213,2942  ,1,949,117392,0.19
20260213,2942  ,2,585,1130245,1.88
20260213,2942  ,3,94,687791,1.14
20260213,2942  ,4,24,293678,0.48
20260213,2942  ,5,11,202876,0.33
20260213,2942  ,6,19,495110,0.82
20260213,2942  ,7,6,209460,0.34
20260213,2942  ,8,4,193191,0.32
20260213,2942  ,9,9,651391,1.08
20260213,2942  ,10,7,903139,1.50
20260213,2942  ,11,2,679268,1.13
20260213,2942  ,12,2,921747,1.53
20260213,2942  ,13,1,675000,1.12
20260213,2942  ,14,0,0,0.00
20260213,2942  ,15,7,52839712,88.06
20260213,2942  ,16,0,0,0.00
20260213,2942  ,17,1720,60000000,100.00
20260213,2945  ,1,912,113679,0.16
20260213,2945  ,2,1957,3524087,5.22
20260213,2945  ,3,212,1676300,2.48
20260213,2945  ,4,49,607496,0.89
20260213,2945  ,5,35,641947,0.95
20260213,2945  ,6,23,562925,0.83
20260213,2945  ,7,11,394000,0.58
20260213,2945  ,8,14,658000,0.97
20260213,2945  ,9,16,1102506,1.63
20260213,2945  ,10,8,1067699,1.58
20260213,2945  ,11,3,798444,1.18
20260213,2945  ,12,0,0,0.00
20260213,2945  ,13,0,0,0.00
20260213,2945  ,14,0,0,0.00
20260213,2945  ,15,4,56352917,83.48
20260213,2945  ,16,0,0,0.00
20260213,2945  ,17,3244,67500000,100.00
20260213,2947  ,1,10486,67945,0.31
20260213,2947  ,2,399,704113,3.27
20260213,2947  ,3,51,358865,1.66
20260213,2947  ,4,32,378956,1.76
20260213,2947  ,5,15,266953,1.24
20260213,2947  ,6,20,506915,2.35
20260213,2947  ,7,6,201700,0.93
20260213,2947  ,8,9,404719,1.88
20260213,2947  ,9,17,1216866,5.66
20260213,2947  ,10,14,2019700,9.39
20260213,2947  ,11,7,2174588,10.11
20260213,2947  ,12,0,0,0.00
20260213,2947  ,13,2,1325672,6.16
20260213,2947  ,14,0,0,0.00
20260213,2947  ,15,6,11866068,55.20
20260213,2947  ,16,0,0,0.00
20260213,2947  ,17,11064,21493060,100.00
20260213,2948  ,1,270,23835,0.07
20260213,2948  ,2,581,1020002,3.29
20260213,2948  ,3,96,654274,2.11
20260213,2948  ,4,30,354876,1.14
20260213,2948  ,5,18,307413,0.99
20260213,2948  ,6,23,555420,1.79
20260213,2948  ,7,9,293167,0.94
20260213,2948  ,8,6,266953,0.86
20260213,2948  ,9,15,1132810,3.65
20260213,2948  ,10,5,682307,2.20
20260213,2948  ,11,3,770654,2.48
20260213,2948  ,12,3,1356620,4.37
20260213,2948  ,13,1,663000,2.13
20260213,2948  ,14,1,860250,2.77
20260213,2948  ,15,9,22058419,71.15
20260213,2948  ,16,0,0,0.00
20260213,2948  ,17,1070,31000000,100.00
20260213,2949  ,1,2276,53188,0.17
20260213,2949  ,2,510,933626,3.04
20260213,2949  ,3,87,590528,1.92
20260213,2949  ,4,24,286422,0.93
20260213,2949  ,5,10,171700,0.56
20260213,2949  ,6,9,218205,0.71
20260213,2949  ,7,6,203152,0.66
20260213,2949  ,8,2,83614,0.27
20260213,2949  ,9,5,357837,1.16
20260213,2949  ,10,10,1305048,4.25
20260213,2949  ,11,5,1399187,4.56
20260213,2949  ,12,3,1558866,5.08
20260213,2949  ,13,0,0,0.00
20260213,2949  ,14,5,4449982,14.52
20260213,2949  ,15,8,19029745,62.10
20260213,2949  ,16,0,0,0.00
20260213,2949  ,17,2960,30641100,100.00
20260213,3001  ,1,1707,367178,0.48
20260213,3001  ,2,2733,6600981,8.67
20260213,3001  ,3,980,7872906,10.34
20260213,3001  ,4,353,4361069,5.73
20260213,3001  ,5,280,5270907,6.92
20260213,3001  ,6,235,5980919,7.86
20260213,3001  ,7,106,3907411,5.13
20260213,3001  ,8,93,4404631,5.78
20260213,3001  ,9,124,9150827,12.02
20260213,3001  ,10,58,8237571,10.82
20260213,3001  ,11,20,5466914,7.18
20260213,3001  ,12,7,3418700,4.49
20260213,3001  ,13,2,1321500,1.73
20260213,3001  ,14,2,1921227,2.52
20260213,3001  ,15,5,7801205,10.25
20260213,3001  ,16,0,0,0.00
20260213,3001  ,17,6705,76083946,100.00
20260213,3002  ,1,3600,632776,0.62
20260213,3002  ,2,4915,9910586,9.71
20260213,3002  ,3,628,5066315,4.96
20260213,3002  ,4,184,2362453,2.31
20260213,3002  ,5,115,2166956,2.12
20260213,3002  ,6,93,2412363,2.36
20260213,3002  ,7,48,1769118,1.73
20260213,3002  ,8,32,1508138,1.47
20260213,3002  ,9,57,4236271,4.15
20260213,3002  ,10,22,2904890,2.84
20260213,3002  ,11,8,2026537,1.98
20260213,3002  ,12,3,1317450,1.29
20260213,3002  ,13,4,2686954,2.63
20260213,3002  ,14,1,911766,0.89
20260213,3002  ,15,12,62087427,60.87
20260213,3002  ,16,0,0,0.00
20260213,3002  ,17,9722,102000000,100.00
20260213,3003  ,1,3184,614219,0.39
20260213,3003  ,2,12210,23330397,14.98
20260213,3003  ,3,1195,9438596,6.06
20260213,3003  ,4,340,4387193,2.81
20260213,3003  ,5,200,3717592,2.38
20260213,3003  ,6,145,3801655,2.44
20260213,3003  ,7,74,2678521,1.72
20260213,3003  ,8,47,2160107,1.38
20260213,3003  ,9,83,6100302,3.91
20260213,3003  ,10,39,5441540,3.49
20260213,3003  ,11,26,7075876,4.54
20260213,3003  ,12,7,3482426,2.23
20260213,3003  ,13,7,4897627,3.14
20260213,3003  ,14,3,2609684,1.67
20260213,3003  ,15,23,75919155,48.77
20260213,3003  ,16,0,0,0.00
20260213,3003  ,17,17583,155654890,100.00
20260213,3004  ,1,12621,631828,0.98
20260213,3004  ,2,4458,8078184,12.56
20260213,3004  ,3,478,3553757,5.52
20260213,3004  ,4,149,1835210,2.85
20260213,3004  ,5,68,1198307,1.86
20260213,3004  ,6,70,1757473,2.73
20260213,3004  ,7,32,1104883,1.71
20260213,3004  ,8,15,676845,1.05
20260213,3004  ,9,52,3720747,5.78
20260213,3004  ,10,18,2863896,4.45
20260213,3004  ,11,8,2258899,3.51
20260213,3004  ,12,6,2897457,4.50
20260213,3004  ,13,4,2676464,4.16
20260213,3004  ,14,0,0,0.00
20260213,3004  ,15,5,31049305,48.28
20260213,3004  ,16,0,0,0.00
20260213,3004  ,17,17984,64303255,100.00
20260213,3005  ,1,18715,1609319,0.25
20260213,3005  ,2,18832,36123716,5.79
20260213,3005  ,3,2146,17072720,2.73
20260213,3005  ,4,539,6967480,1.11
20260213,3005  ,5,364,6715371,1.07
20260213,3005  ,6,328,8519073,1.36
20260213,3005  ,7,146,5248785,0.84
20260213,3005  ,8,101,4629855,0.74
20260213,3005  ,9,189,13852141,2.22
20260213,3005  ,10,128,18161371,2.91
20260213,3005  ,11,78,22056090,3.53
20260213,3005  ,12,22,10617793,1.70
20260213,3005  ,13,17,11860343,1.90
20260213,3005  ,14,5,4801000,0.76
20260213,3005  ,15,77,455319593,73.01
20260213,3005  ,16,0,0,0.00
20260213,3005  ,17,41687,623554650,100.00
20260213,3006  ,1,30156,2559247,0.87
20260213,3006  ,2,31097,54372568,18.60
20260213,3006  ,3,2369,18525065,6.33
20260213,3006  ,4,650,8376237,2.86
20260213,3006  ,5,344,6373875,2.18
20260213,3006  ,6,293,7495551,2.56
20260213,3006  ,7,124,4450440,1.52
20260213,3006  ,8,82,3842014,1.31
20260213,3006  ,9,132,9358365,3.20
20260213,3006  ,10,65,9174048,3.13
20260213,3006  ,11,33,9007208,3.08
20260213,3006  ,12,16,8285374,2.83
20260213,3006  ,13,12,8148119,2.78
20260213,3006  ,14,10,9059560,3.09
20260213,3006  ,15,34,133240202,45.58
20260213,3006  ,16,0,0,0.00
20260213,3006  ,17,65417,292267873,100.00
20260213,3008  ,1,67047,4214738,3.15
20260213,3008  ,2,6455,10873863,8.14
20260213,3008  ,3,437,3231838,2.42
20260213,3008  ,4,173,2203240,1.65
20260213,3008  ,5,87,1571359,1.17
20260213,3008  ,6,95,2372865,1.77
20260213,3008  ,7,51,1810231,1.35
20260213,3008  ,8,39,1806333,1.35
20260213,3008  ,9,98,6933072,5.19
20260213,3008  ,10,76,10593820,7.93
20260213,3008  ,11,22,5812591,4.35
20260213,3008  ,12,20,10004245,7.49
20260213,3008  ,13,7,5062348,3.79
20260213,3008  ,14,5,4434879,3.32
20260213,3008  ,15,15,62542775,46.85
20260213,3008  ,16,0,0,0.00
20260213,3008  ,17,74627,133468197,100.00
20260213,3010  ,1,31536,1164818,0.44
20260213,3010  ,2,12510,22842711,8.80
20260213,3010  ,3,1499,10923152,4.21
20260213,3010  ,4,555,6735710,2.59
20260213,3010  ,5,259,4627054,1.78
20260213,3010  ,6,257,6383269,2.46
20260213,3010  ,7,137,4768299,1.83
20260213,3010  ,8,88,3948198,1.52
20260213,3010  ,9,134,9462436,3.64
20260213,3010  ,10,94,12779610,4.92
20260213,3010  ,11,39,10750254,4.14
20260213,3010  ,12,19,9215410,3.55
20260213,3010  ,13,14,9608943,3.70
20260213,3010  ,14,6,5254139,2.02
20260213,3010  ,15,35,140972814,54.33
20260213,3010  ,16,0,0,0.00
20260213,3010  ,17,47182,259436817,100.00
20260213,3011  ,1,35826,479259,0.38
20260213,3011  ,2,6703,14654472,11.70
20260213,3011  ,3,1291,10510055,8.39
20260213,3011  ,4,481,6286912,5.02
20260213,3011  ,5,304,5726687,4.57
20260213,3011  ,6,316,8127743,6.49
20260213,3011  ,7,162,5819820,4.65
20260213,3011  ,8,95,4453662,3.55
20260213,3011  ,9,161,11528838,9.21
20260213,3011  ,10,74,10369634,8.28
20260213,3011  ,11,37,10529002,8.41
20260213,3011  ,12,10,4744923,3.79
20260213,3011  ,13,2,1287000,1.02
20260213,3011  ,14,3,2583112,2.06
20260213,3011  ,15,8,28045732,22.41
20260213,3011  ,16,0,0,0.00
20260213,3011  ,17,45473,125146851,100.00
20260213,3013  ,1,9603,1778964,0.86
20260213,3013  ,2,26507,47367736,23.09
20260213,3013  ,3,2018,15760824,7.68
20260213,3013  ,4,532,6871189,3.34
20260213,3013  ,5,290,5413851,2.63
20260213,3013  ,6,223,5722950,2.78
20260213,3013  ,7,100,3576400,1.74
20260213,3013  ,8,46,2161000,1.05
20260213,3013  ,9,95,6846311,3.33
20260213,3013  ,10,37,5210262,2.53
20260213,3013  ,11,28,7937864,3.86
20260213,3013  ,12,14,7322267,3.56
20260213,3013  ,13,6,4273378,2.08
20260213,3013  ,14,4,3418037,1.66
20260213,3013  ,15,10,81477897,39.71
20260213,3013  ,16,0,0,0.00
20260213,3013  ,17,39513,205138930,100.00
20260213,3014  ,1,27271,1801745,1.08
20260213,3014  ,2,16680,31885128,19.20
20260213,3014  ,3,1756,13663287,8.22
20260213,3014  ,4,463,5961544,3.59
20260213,3014  ,5,298,5487828,3.30
20260213,3014  ,6,265,6772738,4.07
20260213,3014  ,7,123,4389271,2.64
20260213,3014  ,8,79,3615477,2.17
20260213,3014  ,9,147,10167806,6.12
20260213,3014  ,10,85,11791496,7.10
20260213,3014  ,11,52,14677702,8.84
20260213,3014  ,12,14,6923756,4.17
20260213,3014  ,13,10,7098992,4.27
20260213,3014  ,14,7,6173686,3.71
20260213,3014  ,15,14,35609668,21.44
20260213,3014  ,16,0,0,0.00
20260213,3014  ,17,47264,166020124,100.00
20260213,3015  ,1,3911,954921,0.50
20260213,3015  ,2,10544,20463398,10.92
20260213,3015  ,3,1091,8670085,4.62
20260213,3015  ,4,304,3889353,2.07
20260213,3015  ,5,181,3349489,1.78
20260213,3015  ,6,143,3586625,1.91
20260213,3015  ,7,82,2933763,1.56
20260213,3015  ,8,49,2268679,1.21
20260213,3015  ,9,91,6791541,3.62
20260213,3015  ,10,43,5900886,3.15
20260213,3015  ,11,36,10516123,5.61
20260213,3015  ,12,9,4212087,2.24
20260213,3015  ,13,8,5577260,2.97
20260213,3015  ,14,4,3763303,2.00
20260213,3015  ,15,29,104384437,55.74
20260213,3015  ,16,0,0,0.00
20260213,3015  ,17,16525,187261950,100.00
20260213,3016  ,1,11904,957158,0.33
20260213,3016  ,2,17431,32062024,11.11
20260213,3016  ,3,1688,12935859,4.48
20260213,3016  ,4,480,6002373,2.08
20260213,3016  ,5,244,4484083,1.55
20260213,3016  ,6,177,4482731,1.55
20260213,3016  ,7,87,3082938,1.06
20260213,3016  ,8,42,1962721,0.68
20260213,3016  ,9,80,5610205,1.94
20260213,3016  ,10,34,4563574,1.58
20260213,3016  ,11,20,5619203,1.94
20260213,3016  ,12,9,4228079,1.46
20260213,3016  ,13,3,2146464,0.74
20260213,3016  ,14,6,5090214,1.76
